,,,,,,,,,,,S&P500,Nasdaq,Overnight Index Swap Rate (USD),VIX Index
time,ADA,BCH,BTC,DOGE,ETH,LINK,LTC,MANA,XLM,XRP,SPXT,XCMP,USSOC,VIX
2020/10/10,0.036453202,0.001011762,0.021954501,0,0.014969486,0.010566763,0.022803347,0.012849584,0.029972026,0.003949447,0.00000,0.00000,0.00000,0.00000
2020/10/11,0.013307985,0.007496315,0.006542454,0.026902383,0.009410052,0.032319392,0.033544692,-0.024378109,-0.002198655,0.005114083,0.00000,0.00000,0.00000,0.00000
2020/10/12,0.027204503,0.002382644,0.014438913,0.003368263,0.033496274,0.052486188,0.00178112,0.008924018,0.006351264,0.003131115,0.01642,0.02559,0.01220,0.00280
2020/10/13,-0.000913242,0.057422852,-0.009746303,-0.016038791,-0.014215192,-0.036745407,-0.013235875,-0.023249937,-0.015198351,0.001950839,-0.00631,-0.00104,-0.01205,0.03989
2020/10/14,-0.019195612,0.022281816,0.000175895,0.005686126,-0.006030256,-0.009990917,-0.002202202,-0.017205692,-0.030604238,-0.029205607,-0.00652,-0.00802,0.00000,0.01266
2020/10/15,-0.005591799,0.011766067,0.006912934,0.013946476,-0.003719237,-0.013761468,-0.005417335,-0.014742662,-0.000269833,-0.012835941,-0.00150,-0.00466,0.02439,0.02159
2020/10/16,-0.022492971,-0.045601861,-0.015819873,-0.030111524,-0.032088959,-0.014883721,-0.03893484,-0.043019372,0.068960864,-0.023973994,0.00015,-0.00361,-0.02381,0.01631
2020/10/17,0.01725791,-0.021333546,0.003655226,0.000383289,0.008397615,0.003777148,-0.01427372,0.032388664,0.030804191,0.002081599,0.00000,0.00000,0.00000,0.00000
2020/10/18,0.013195099,0.018451239,0.012815314,-0.002298851,0.026556354,0.030103481,0.013202726,0.028397566,-0.026086957,0.006647279,0.00000,0.00000,0.00000,0.00000
2020/10/19,0.011162791,0.001843761,0.021153741,-0.003840246,0.002563154,-0.002739726,0.009457755,-0.023668639,0.071805835,0.014032191,-0.01633,-0.01651,0.00000,0.06457
2020/10/20,-0.057957682,-0.036047209,0.01402583,0.001156515,-0.028122611,-0.096153846,-0.023110556,-0.042424242,-0.050686378,-0.008954009,0.00475,0.00328,-0.00610,0.00583
2020/10/21,0.037109375,0.0747489,0.074764842,0.016557566,0.06161523,0.096251266,0.13256607,0.043600563,0.036831047,0.032443532,-0.00217,-0.00276,0.00613,-0.02385
2020/10/22,0.043314501,0.036416297,0.013824903,0.002651515,0.058856588,0.107208872,0.024840045,0.021428571,0.022648707,0.024264121,0.00530,0.00186,0.01220,-0.01885
2020/10/23,-0.024368231,0.008458156,-0.004083832,0.001133359,-0.011893848,0.015859766,0.01817848,-0.036680301,-0.023778995,-0.009708738,0.00346,0.00368,0.00602,-0.01992
2020/10/24,-0.000925069,0.019915019,0.014603624,0.004528302,0.007275924,0.045193098,0.069071235,0.029995891,0.023402985,0.005490196,0.00000,0.00000,0.00000,0.00000
2020/10/25,-0.012962963,-0.016845385,-0.006469538,-0.004132231,-0.015004242,-0.044025157,-0.006916329,-0.027925532,-0.030218178,-0.012090484,0.00000,0.00000,0.00000,0.00000
2020/10/26,-0.031894934,-0.04311139,0.00216391,0.008298755,-0.032606556,-0.034539474,-0.033803295,-0.008071135,-0.022256978,-0.019344651,-0.01858,-0.01639,-0.02994,0.17822
2020/10/27,-0.002906977,0.018907159,0.044117456,0.014590348,0.027040777,0.017035775,0.018811533,-0.013791201,0.008982404,0.017713366,-0.00301,0.00638,0.00000,0.02742
2020/10/28,-0.037026239,0.01526833,-0.026384983,-0.024336283,-0.037078318,-0.040201005,-0.036410699,-0.068242204,-0.043536585,-0.027689873,-0.03529,-0.03731,-0.00617,0.20780
2020/10/29,-0.037844384,-0.004280822,0.013262863,-0.01814059,-0.003163824,-0.014834206,-0.016117479,-0.024463455,-0.010200179,-0.013832384,0.01203,0.01651,0.00621,-0.06678
2020/10/30,-0.019928676,-0.02067367,0.007708261,0,-0.012334211,-0.017714792,-0.015835457,-0.026923077,-0.010305294,-0.012788779,-0.01202,-0.02446,-0.01235,0.01144
2020/10/31,-0.003531678,0.001145213,0.017504119,0.001924557,0.010476539,0.014427412,0.031810616,0.029090909,0.012755434,0.002507313,0.00000,0.00000,0.00000,0.00000
2020/11/01,0.054451724,0.022191718,-0.003020268,-0.009220131,0.025803449,0.028444444,-0.002688654,-0.012597941,0.011052564,0.00041684,0.00000,0.00000,0.00000,0.00000
2020/11/02,-0.057038093,-0.039167413,-0.013841293,-0.024040326,-0.033119093,-0.06741573,-0.031452193,-0.017115295,-0.038133977,-0.018333333,0.01233,0.00423,0.00500,-0.02341
2020/11/03,0.011557572,-0.0510521,0.033345516,0.016289233,0.011913141,-0.037071362,0.001855632,-0.002691151,-0.002907361,0.01655348,0.01781,0.01852,0.00746,-0.04255
2020/11/04,0.020074746,-0.01300986,0.009551633,-0.002345582,0.037302282,0.007699711,0.014632339,0.006825397,-0.010735586,-0.006680585,0.02205,0.03855,0.00247,-0.16821
2020/11/05,0.022924736,0.035233161,0.101865906,0.056034483,0.035339989,0.051575931,0.077035414,0.160491881,0.077572347,0.03320723,0.01965,0.02601,0.02217,-0.06730
2020/11/06,0.118501842,0.033753754,-0.000596157,0.023747681,0.094581304,0.10626703,0.073898305,0.130552914,0.04413776,0.053295362,-0.00016,0.00056,0.00482,-0.09862
2020/11/07,-0.073193047,-0.016074057,-0.048263635,-0.028996013,-0.044924614,-0.034482759,-0.069128788,-0.096731555,-0.051440819,-0.036693704,0.00000,0.00000,0.00000,0.00000
2020/11/08,0.054294176,0.066370114,0.043812036,0.020903322,0.043412418,0.081632653,0.034248898,0.157509645,0.023725835,0.017642342,0.00000,0.00000,0.00000,0.00000
2020/11/09,-0.013108614,-0.024031895,-0.009892661,-0.011700183,-0.022628315,-0.01572327,-0.028852459,0.121135502,-0.022930717,-0.012608353,0.01179,-0.01521,-0.00480,0.03580
2020/11/10,0.004743833,-0.026325743,-0.001388977,0.026267111,0.01442232,0.039936102,-0.021607022,-0.104766786,0,0.014365523,-0.00123,-0.01361,0.01807,-0.03689
2020/11/11,0.001888574,-0.000543858,0.0256861,0.001441961,0.028944683,-0.01843318,0.023636991,-0.038131226,0.010040161,0.007867821,0.00765,0.02013,0.00592,-0.05444
2020/11/12,-0.012252592,0.010300062,0.038164318,0,-0.002435817,-0.028169014,0.023933929,-0.010238095,0.002236581,-0.004683841,-0.00977,-0.00651,-0.01765,0.08102
2020/11/13,0.017175573,-0.003423999,0.001614077,0.042836573,0.030446432,0.03784219,0.085432099,0.000841953,0.023307711,0.043137255,0.01371,0.01032,0.00599,-0.08876
2020/11/14,-0.020637899,-0.014476529,-0.015729037,-0.067311011,-0.0332166,-0.025601241,-0.031392175,-0.043985098,-0.017324933,0.009398496,0.00000,0.00000,0.00000,0.00000
2020/11/15,-0.036398467,-0.05883505,-0.006920275,0.021095485,-0.027156584,-0.034235669,-0.023954908,-0.014204903,-0.0115892,0.004469274,0.00000,0.00000,0.00000,0.00000
2020/11/16,0.032803181,0.036958422,0.047402081,0.051830373,0.027870059,0.041220115,0.184472249,0.012879368,0.02956218,0.068223953,0.01166,0.00802,0.00595,-0.02814
2020/11/17,0.055822907,0.023359422,0.057416039,0.014817367,0.047070562,0.060965954,0.034669556,0.011456628,0.048219045,0.050676848,-0.00465,-0.00206,-0.02959,0.01158
2020/11/18,-0.027347311,-0.03525905,0.005923127,-0.012903226,-0.008182967,0.013432836,-0.037696335,-0.042818023,-0.03259362,-0.030062768,-0.01138,-0.00793,0.00610,0.04976
2020/11/19,-0.007497657,-0.00361818,0.002157282,0.050911593,-0.014495781,0.003681885,0.110582155,0.011573472,0.003823178,0.036103542,0.00401,0.00875,-0.06061,-0.03062
2020/11/20,0.118035883,0.05822351,0.047582448,-0.019312602,0.081832055,0.035216434,0.011879976,0.047306852,0.054153773,0.085798817,-0.00678,-0.00417,-0.04516,0.02553
2020/11/21,0.130067568,0.171152067,0.001675166,0.18858478,0.081950512,0.095676825,0.055071411,0.078924758,0.236310263,0.402058734,0.00000,0.00000,0.00000,0.00000
2020/11/22,0.091180867,-0.050403292,-0.01462089,-0.044931199,0.014033245,-0.06080207,-0.048411151,-0.029124005,-0.047488584,-0.036709134,0.00000,0.00000,0.00000,0.00000
2020/11/23,0.057534247,0.116766052,-0.002433454,0.073213761,0.087712719,0.052341598,0.074623267,0.056948676,0.268456376,0.384218785,0.00575,0.00219,0.05270,-0.04388
2020/11/24,0.083549223,0.078231715,0.041957517,0.170136986,-0.006812996,0.02486911,0.001794929,0.013636364,0.482237339,0.12388664,0.01617,0.01315,0.00770,-0.04501
2020/11/25,-0.065750149,-0.097460555,-0.022518996,-0.131819246,-0.058811862,-0.091315453,-0.084322508,-0.008531117,-0.014788373,-0.091066282,-0.00155,0.00481,0.01274,-0.01802
2020/11/26,-0.09596929,-0.133186589,-0.082768336,-0.13214671,-0.086371619,-0.116654954,-0.131344014,-0.124324324,-0.132505176,-0.148065948,0.00000,0.00000,-0.00755,0.00000
2020/11/27,0.00353857,-0.022044752,-0.001214495,0.024238658,-0.002671946,-0.005568815,-0.025904547,0.016628874,0.234486874,0.046892445,0.00250,0.00925,0.00127,-0.01929
2020/11/28,0.165021157,0.040115907,0.034095016,0.046723301,0.036929245,0.048,0.051452522,0.035563817,-0.031416143,0.114290793,0.00000,0.00000,0.00000,0.00000
2020/11/29,0.010895884,0.033141575,0.02589248,-0.002028986,0.070651871,0.022137405,0.086185567,-0.006222329,-0.029441118,-0.033817196,0.00000,0.00000,0.00000,0.00000
2020/11/30,0.031736527,0.111364034,0.08174192,0.028463549,0.0696875,0.063480209,0.109465958,0.056592414,0.041645244,0.097738154,-0.00444,-0.00055,0.00000,-0.01296
2020/12/01,-0.09692397,-0.092232551,-0.045453645,-0.05789325,-0.048544162,-0.061797753,-0.02863009,-0.009002849,-0.092300099,-0.080312829,0.01130,0.01284,0.01266,0.00972
2020/12/02,0.019922879,0.022459039,0.023103411,0.005995204,0.020520956,0.046407186,0.045561296,0.062787489,0.008156607,0.031888798,0.00189,-0.00043,0.04375,0.01926
2020/12/03,0.034656585,-0.006959769,0.011559753,0.041120381,0.030571992,0.000715308,0.000449236,-0.004328068,-0.005393743,0.000158479,-0.00044,0.00237,-0.00599,0.00520
2020/12/04,-0.099269184,-0.043452991,-0.040282922,-0.057240985,-0.079279864,-0.092208721,-0.105523125,-0.062051728,-0.124186551,-0.122167644,0.00890,0.00703,-0.01807,-0.02303
2020/12/05,0.081812035,0.035240716,0.026350924,0.013964784,0.051544031,0.037795276,0.043800201,0.066156876,0.06377709,0.057039711,0.00000,0.00000,0.00000,0.00000
2020/12/06,-0.0075,-0.010495426,0.01159377,0.018862275,0.00899603,0.025037936,0.006132019,-0.025537927,0.023864959,0.06181694,0.00000,0.00000,0.00000,0.00000
2020/12/07,-0.029596977,-0.009525139,-0.010193024,-0.007934176,-0.018163706,-0.032568468,-0.00250956,-0.014720642,-0.044343377,-0.021711161,-0.00193,0.00447,-0.00491,0.02453
2020/12/08,-0.084360805,-0.056960688,-0.044725075,-0.063092417,-0.061789773,-0.071155318,-0.08062777,-0.045840407,-0.09220702,-0.081209929,0.00281,0.00503,-0.00123,-0.02911
2020/12/09,0.050318923,0.004706585,0.012355705,-0.003161555,0.033560434,0.040362438,0.00925202,-0.005219454,0.128440367,0.043478261,-0.00790,-0.01936,0.00617,0.07689
2020/12/10,-0.042510121,-0.012045953,-0.016142927,0.002220108,-0.026297433,-0.057798892,-0.035506779,-0.024803244,-0.066782811,-0.01920439,-0.00121,0.00545,-0.01227,0.01123
2020/12/11,-0.019027484,-0.024046965,-0.011813942,-0.024367089,-0.02546744,-0.021008403,-0.033868809,-0.035216434,-0.060360921,-0.019755245,-0.00124,-0.00225,-0.05590,0.03508
2020/12/12,0.036637931,0.033122542,0.043256227,0.029192345,0.044326828,0.04806867,0.062629902,0.047275032,0.051655629,-0.096308186,0.00000,0.00000,0.00000,0.00000
2020/12/13,0.065835066,0.029522637,0.018818516,0.016388276,0.039524161,0.05978706,0.072108489,0.045262011,0.109571788,0.012828103,0.00000,0.00000,0.00000,0.00000
2020/12/14,0.031209363,0.004132831,0.005510967,0.000620155,-0.007397752,-0.007727975,0.001702749,0.003936552,-0.034052213,-0.030592362,-0.00418,0.00511,0.05263,0.06049
2020/12/15,-0.029003783,0.042349628,0.00867822,-0.011465758,0.004809414,-0.011682243,-0.012020398,-0.003805789,-0.024089307,-0.058090452,0.01293,0.01247,0.02500,-0.07403
2020/12/16,0.093506494,0.082747394,0.098249868,0.073040752,0.082438006,0.064617809,0.144156323,0.032183376,0.164960867,0.217883056,0.00177,0.00501,0.03659,-0.01704
2020/12/17,-0.029097387,-0.005630198,0.068847464,0.083844581,0.008498761,-0.003700962,0.086251343,-0.023777479,-0.036692506,0.012616086,0.00580,0.00844,0.00000,-0.02533
2020/12/18,0.011009174,0.009265217,0.013732261,0.041239892,0.017709435,0.004457652,0.082171462,0.031479779,-0.005364807,0.0107285,-0.00344,-0.00063,0.01176,-0.01642
2020/12/19,-0.004234725,0.013929619,0.030651936,0.017344033,0.006340234,-0.002218935,0.09630848,0.030853197,-0.01995685,-0.010957028,0.00000,0.00000,0.00000,0.00000
2020/12/20,-0.013973269,0.098211198,-0.015838307,0.173791349,-0.031167451,-0.031134173,-0.044090682,-0.041923285,-0.027517887,-0.037216548,0.00000,0.00000,0.00000,0.00000
2020/12/21,-0.057301294,-0.102825409,-0.031530579,0.038369824,-0.047432502,-0.058148432,-0.088586625,-0.04590053,-0.063950198,-0.074973031,-0.00387,-0.00103,0.00000,0.16643
2020/12/22,0.025490196,0.032258065,0.048232663,-0.058246347,0.048248067,0.040617384,0.094900985,-0.004373522,-0.019951632,-0.132361516,-0.00200,0.00516,0.01163,-0.03696
2020/12/23,-0.128744423,-0.149480712,-0.02450624,-0.164043449,-0.081571803,-0.142857143,-0.105373526,-0.109580909,-0.218383714,-0.416218638,0.00076,-0.00287,-0.04713,-0.03797
2020/12/24,0.120702268,0.078608809,0.020856731,0.207106868,0.046253738,0.053734062,0.086629554,0.081733333,0.249408051,0.297774367,0.00364,0.00264,-0.03016,-0.07636
2020/12/25,0.028067885,0.07476667,0.041467362,0.011643234,0.02369676,-0.001728608,0.147132842,-0.016270184,-0.037271004,-0.060023655,0.00000,0.00000,0.00000,0.00000
2020/12/26,0.003809524,0.01313562,0.070330314,-0.022584148,0.014740839,-0.05021645,0.014651728,-0.008770831,-0.036745407,-0.074237182,0.00000,0.00000,0.00000,0.00000
2020/12/27,-0.024667932,0.044558591,-0.007427673,0.008664741,0.075321899,0.106654512,-0.014208494,0.014663127,-0.012942779,-0.037037037,0.00000,0.00000,0.00000,0.00000
2020/12/28,0.143320363,0.068548745,0.030102932,0.007048458,0.066683236,0.037891269,0.015979947,0.010215523,-0.003450656,-0.12597036,0.00872,0.00740,-0.00498,0.00790
2020/12/29,0.081111741,-0.023786421,0.011883748,-0.028433946,0.00268644,-0.066666667,-0.007864302,-0.007892465,-0.042936288,-0.107387969,-0.00223,-0.00381,0.00000,0.06359
2020/12/30,-0.035152151,0.019793826,0.055876696,0.04007204,0.028678833,-0.043367347,0.010568853,-0.025730267,-0.046309696,-0.043419267,0.00145,0.00160,-0.01250,-0.01343
2020/12/31,-0.011963023,-0.046365915,0.002865736,-0.00021645,-0.020437723,0.000888889,-0.043525069,-0.001913754,-0.030349014,0.037825059,0.00652,0.00143,0.00000,-0.00088
2021/01/01,-0.034122179,-0.000204409,0.014377131,0.233816843,-0.008885573,0.055062167,0.016964142,0.065703694,0.03599374,0.083826879,0.00000,0.00000,-0.01266,0.00000
2021/01/02,0.00968661,0.035574508,0.095774125,0.856466047,0.060635094,0.029461279,0.083010515,-0.047139259,-0.036253776,-0.070197562,0.00000,0.00000,0.00000,0.00000
2021/01/03,0.163656885,0.195848375,0.026700087,-0.071266541,0.262988773,0.121831562,0.177823199,0.030966767,0.071316614,0.018987342,0.00000,0.00000,0.00000,0.00000
2021/01/04,0.095053346,-0.042523585,-0.031240813,-0.005088541,0.06587377,-0.00728863,-0.036132631,-0.042490842,0.200438917,0.047027507,-0.01470,-0.01465,0.00000,0.18549
2021/01/05,0.149247121,0.0329581,0.062682033,0.022299509,0.057546302,0.069016153,0.021412037,0.047181841,0.179159049,-0.041525424,0.00720,0.00954,0.01282,-0.06044
2021/01/06,0.287861272,0.083486348,0.082600213,0.043626176,0.097354037,0.186126374,0.065596475,0.125547979,0.795348837,0.101679929,0.00573,-0.00610,0.01139,-0.01066
2021/01/07,-0.105326152,-0.012060921,0.07135848,-0.06759348,0.012316309,-0.072958888,0.002304011,0.396732663,-0.099021301,0.300160514,0.01507,0.02566,0.00125,-0.10770
2021/01/08,0.017391304,-0.025017822,0.02930211,0.007300771,-0.006952264,-0.046221112,0.016208888,-0.02091402,-0.050159744,-0.009567901,0.00562,0.01030,-0.03750,-0.03621
2021/01/09,0.08974359,0.316554324,-0.009833095,0.044303797,0.051751056,0.154551408,0.03091468,-0.083860759,0.050454087,0.014957931,0.00000,0.00000,0.00000,0.00000
2021/01/10,-0.089291101,0.04291987,-0.05056533,-0.033528837,-0.018938092,-0.079977311,-0.041577585,-0.077720207,-0.085494717,-0.032545287,0.00000,0.00000,0.00000,0.00000
2021/01/11,-0.085789997,-0.204919124,-0.070835148,-0.111560635,-0.133270156,-0.096177559,-0.181039037,-0.122003745,-0.050420168,-0.086321803,-0.00656,-0.01254,0.01299,0.11688
2021/01/12,0.046376812,-0.054062539,-0.040501149,-0.081967213,-0.035217803,-0.047066849,-0.043652785,0.163485123,0.032079646,0.015283084,0.00042,0.00276,0.02564,-0.03115
2021/01/13,0.083102493,0.09839584,0.097551558,0.078621032,0.075997105,0.141732283,0.105531405,0.050412466,0.086102179,0.045501197,0.00229,0.00432,-0.01250,-0.04801
2021/01/14,-0.005754476,0.060875871,0.047476984,0.080133364,0.090517241,0.126645768,0.033966102,-0.039267016,-0.001973684,-0.030759162,-0.00364,-0.00124,0.00000,0.04683
2021/01/15,-0.026688103,-0.066686921,-0.060410547,-0.001596594,-0.051172379,0.156928214,-0.056848731,-0.037238874,-0.063282795,-0.054017556,-0.00718,-0.00870,-0.00886,0.04688
2021/01/16,0.159894285,-0.003214518,-0.020791152,-0.011727079,0.050861376,-0.031746032,-0.001668521,0.031132075,0.023926812,-0.002855103,0.00000,0.00000,0.00000,0.00000
2021/01/17,0.086585019,-0.0212475,-0.005156104,-0.014994606,0.004240875,0.158966716,-0.005362117,0.015553522,0.043642612,-0.007158196,0.00000,0.00000,0.00000,0.00000
2021/01/18,-0.027785059,0.061581132,0.021862185,0.006132954,0.019923322,-0.054864981,0.063292025,0.052252252,0.00428054,0.029199712,0.00000,0.00000,-0.00639,0.00000
2021/01/19,-0.007549205,-0.001198287,-0.018847425,-0.011864591,0.086894327,-0.067573696,0.000855995,0.057363014,-0.021311475,0.030472855,0.00817,0.01528,0.01542,-0.04519
2021/01/20,0.020918229,-0.021083686,-0.012006026,-0.001321877,0.00738493,0.062256809,-0.014605263,0.122267206,-0.015745394,0.004078858,0.01394,0.01971,-0.02532,-0.07143
2021/01/21,-0.180149015,-0.159182689,-0.131292924,-0.10445621,-0.193257122,-0.157051282,-0.133595941,-0.13997114,-0.145336964,-0.093432634,0.00040,0.00548,0.00000,-0.01205
2021/01/22,0.134696527,0.053739546,0.070288551,0.045448947,0.110725243,0.173818577,0.063574016,0.341442953,0.074870569,0.019417476,-0.00300,0.00090,-0.01948,0.02767
2021/01/23,-0.011155606,-0.02147441,-0.027288217,0.009896324,-0.000372602,0.147616844,-0.002028691,0.210756723,-0.000370508,-0.004395604,0.00000,0.00000,0.00000,0.00000
2021/01/24,0.02343072,0.019720986,0.005493145,0.016448903,0.12831213,0.000403226,0.025410193,-0.111053719,0.005559674,0.006254599,0.00000,0.00000,0.00000,0.00000
2021/01/25,-0.030243075,-0.017135195,-0.000259884,-0.043039137,-0.053129376,-0.058444176,-0.029099405,-0.045903544,-0.037596756,-0.021206581,0.00362,0.00686,-0.01325,0.05842
2021/01/26,0.004080443,-0.010566718,0.007474763,-0.008275366,0.03773313,-0.00984589,-0.017574564,0.011571255,0.00306396,0.001867762,-0.00148,-0.00073,-0.02416,-0.00733
2021/01/27,-0.09317852,-0.115582352,-0.064381736,-0.096505019,-0.092609376,-0.091223519,-0.088999406,-0.110776641,-0.090110729,-0.063012677,-0.02568,-0.02609,-0.02338,0.61642
2021/01/28,0.103072983,0.072530783,0.099293792,3.923035738,0.071904375,0.097526166,0.088242484,0.074475288,0.233738984,0.053322722,0.00986,0.00503,-0.02817,-0.18812
2021/01/29,0.009866512,0.0024636,0.024166163,0.245241979,0.036332076,-0.013437365,0.00965858,-0.024574669,-0.00170068,0.069512656,-0.01918,-0.01991,-0.08696,0.09533
2021/01/30,0.045114943,0.025533902,0.001919299,-0.381441048,0.000159521,0.039982425,-0.009788654,0.012919897,0.118568995,0.570469799,0.00000,0.00000,0.00000,0.00000
2021/01/31,-0.050316195,-0.041361131,-0.034227116,0.307800918,-0.047246892,-0.044782425,-0.029731147,-0.014030612,-0.064575084,0.114934773,0.00000,0.00000,0.00000,0.00000
2021/02/01,0.182397221,0.0369963,0.011849181,-0.061808367,0.045952609,0.012826183,0.019218895,0.01164295,0.0534028,-0.249344362,0.01605,0.02546,0.01587,-0.08613
2021/02/02,0.041870715,0.037894128,0.059294297,-0.099827388,0.101362608,0.034061135,0.076561908,0.078644501,0.050386399,0.002418705,0.01391,0.01563,0.04375,-0.15476
2021/02/03,0.041128085,0.037834448,0.060603647,0.1936721,0.101274853,0.060388514,0.098832302,0.043864849,0.020600353,0.066219839,0.00101,-0.00016,-0.01198,-0.10368
2021/02/04,-0.005643341,-0.056484279,-0.018417436,0.421419009,-0.041854104,-0.023098367,-0.069969912,-0.014196479,-0.05911188,0.120191099,0.01095,0.01238,-0.03030,-0.04976
2021/02/05,0.2276958,0.062237613,0.035876076,-0.118101337,0.077649239,0.073787199,0.067937775,0.245391705,0.080294208,0.015488215,0.00400,0.00587,0.00000,-0.04134
2021/02/06,0.173816568,0.024517137,0.024974263,0.231738573,-0.024595116,-0.048595292,0.003544956,0.089269195,0.073191489,-0.019893899,0.00000,0.00000,0.00000,0.00000
2021/02/07,0.0463138,-0.029182922,-0.010140573,0.35460378,-0.038412521,-0.011971269,-0.03012203,0.01104034,0.020882897,-0.055029319,0.00000,0.00000,0.00000,0.00000
2021/02/08,0.02047576,0.088384519,0.194721373,0.008832565,0.085610415,0.028675283,0.109661612,0.002939941,0.028482651,0.078281623,0.00742,0.00949,0.06250,0.01773
2021/02/09,0.04249041,0.062952497,0.00155392,-0.111153407,0.010942055,0.08598351,0.084382646,0.023869347,0.008559919,0.055112882,-0.00094,0.00146,0.02941,0.01836
2021/02/10,0.3322955,-0.039935575,-0.035575904,0.037830121,-0.016393443,-0.029284165,0.000880524,0.024539877,0.036445332,0.060625131,-0.00032,-0.00251,-0.01286,0.01664
2021/02/11,-0.012959422,0.07219808,0.070253785,-0.040577717,0.025639702,0.038361266,0.011106835,0.127345309,0.099470135,0.045490506,0.00186,0.00388,0.01302,-0.03365
2021/02/12,-0.00204477,0.088185948,-0.011886803,0.004444444,0.03196863,0.102223816,0.07118386,0.077549575,0.161445783,0.154370034,0.00476,0.00498,0.00000,-0.06024
2021/02/13,-0.014666235,0.157747943,-0.004494942,-0.05324008,-0.014830554,0.114546046,0.150065997,0.138021689,0.066390041,0.038348083,0.00000,0.00000,0.00000,0.00000
2021/02/14,-0.075188793,0.081713576,0.030293937,-0.054726368,-0.007989084,-0.030948905,-0.055884171,-0.097892001,-0.086841174,-0.063920455,0.00000,0.00000,0.00000,0.00000
2021/02/15,0.018343195,-0.010056438,-0.0147239,-0.098086124,-0.0130674,-0.01837903,-0.027538807,-0.050576184,-0.041642456,-0.072331816,0.00000,0.00000,0.00286,0.00000
2021/02/16,0.012434631,-0.012953259,0.026036939,-0.053580902,0.001927616,-0.017495396,0.010962065,-0.035064059,-0.018593371,-0.054889131,-0.00045,-0.00340,0.00997,0.07461
2021/02/17,0.024104683,0.015345848,0.060390411,-0.075112108,0.038315487,0.007810059,0.129452609,0.048916841,0.024505766,0.027115385,-0.00016,-0.00561,-0.00846,0.00186
2021/02/18,0.024882313,-0.017470232,-0.010800517,0.191313131,0.047792171,0.006199628,-0.045644027,0.036642239,-0.00160804,-0.004119079,-0.00438,-0.00714,0.01849,0.04605
2021/02/19,0.013451444,0.021583959,0.084158258,-0.06562659,0.009208037,0.069624153,0.044297375,0.052056555,0.033017918,0.060913706,-0.00180,0.00067,0.00279,-0.01956
2021/02/20,0.206431423,-0.054368662,-0.000583372,-0.015970962,-0.02163507,-0.020737327,-0.040348135,-0.070861332,-0.051451959,-0.092149566,0.00000,0.00000,0.00000,0.00000
2021/02/21,-0.015205725,0.038368882,0.028069525,0.035226854,0.010453653,0.004705882,0.001584926,0.030900723,0.020341073,0.063634589,0.00000,0.00000,0.00000,0.00000
2021/02/22,-0.00181653,-0.109283047,-0.058270105,-0.045073936,-0.081167254,-0.077576112,-0.085538462,-0.133928571,-0.067458719,0.038539182,-0.00765,-0.02460,0.03064,0.06349
2021/02/23,-0.123384895,-0.179629306,-0.096495881,-0.110261194,-0.112414022,-0.175817201,-0.146414151,-0.142857143,-0.164975167,-0.158331861,0.00128,-0.00500,0.00000,-0.01450
2021/02/24,0.089889973,0.021276596,0.017167532,0.19207381,0.029768279,0.082787832,0.022862935,0.077749141,0.049133695,-0.014276716,0.01136,0.00987,0.01486,-0.07659
2021/02/25,0.022857143,-0.053685168,-0.053385559,-0.121723835,-0.088169238,-0.122332859,-0.012882625,0.019529693,-0.062114863,-0.071778488,-0.02434,-0.03513,0.06525,0.35380
2021/02/26,0.156424581,-0.028625801,-0.016107132,0.012817945,-0.024145005,0.019448947,-0.050083659,-0.023846755,0.052562418,-0.017209729,-0.00463,0.00559,-0.05000,-0.03254
2021/02/27,0.061996779,-0.001340455,-0.002873426,-0.008503065,0.009771108,0.042130366,0.010039925,0.011613937,0.096129838,0.01937894,0.00000,0.00000,0.00000,0.00000
2021/02/28,-0.0030326,-0.048589601,-0.020141416,-0.037694456,-0.025783609,-0.05682685,-0.037377202,-0.062549485,-0.074487472,-0.047182776,0.00000,0.00000,0.00000,0.00000
2021/03/01,-0.013688213,0.089054327,0.096640311,0.049533679,0.104676011,0.12131015,0.063224638,0.096706081,0.060300271,0.071394231,0.02382,0.03005,0.00921,-0.16458
2021/03/02,-0.055512722,0.031887755,-0.022843929,-0.004541864,-0.052701576,0.028849621,0.017152269,0.078167116,-0.026926648,-0.02109042,-0.00807,-0.01692,0.03520,0.03212
2021/03/03,-0.008163265,0.008652658,0.038995728,0.004562587,0.053725809,0.046617596,0.048969792,0.275714286,0.004055344,0.028420811,-0.01302,-0.02699,-0.04030,0.10664
2021/03/04,-0.083950617,-0.032169118,-0.040260118,-0.012835703,-0.019303223,-0.073007368,-0.038273182,0.171892497,-0.022333096,0.071985737,-0.01324,-0.02102,0.01050,0.07124
2021/03/05,0.042228212,-0.013315131,0.008511128,-0.00720144,-0.005603333,0.006864162,-0.000664194,-0.102006689,-0.015795869,-0.053222453,0.01954,0.01549,-0.01688,-0.13686
2021/03/06,-0.026724138,0.003669467,0.002407568,0.029619182,0.079575094,0.010764263,0.012461922,-0.042032455,-0.007901235,0.016249451,0.00000,0.00000,0.00000,0.00000
2021/03/07,0.001771479,0.03040716,0.042365747,0.019569472,0.045322983,0.014554491,0.042669584,0.116356568,0.026879044,0.005834054,0.00000,0.00000,0.00000,0.00000
2021/03/08,-0.01061008,0.026155576,0.028271621,0.212284069,0.06264735,0.11406578,0.006663169,0.221393035,0.013572467,0.018045113,-0.00535,-0.02405,-0.04888,0.03285
