,,,,,,,,,,,S&P500,Nasdaq,Overnight Index Swap Rate (USD),VIX Index
time,ADA,BCH,BTC,DOGE,ETH,LINK,LTC,MANA,XLM,XRP,SPXT,XCMP,USSOC,VIX
2019/03/15,0.049387927,0.085026051,0.011758523,0.000971817,0.033111581,0.002454992,0.044634887,0.063419913,-0.02340824,0.009247449,0.00502,0.00758,-0.00125,-0.04593
2019/03/16,0.030168946,0.090750922,0.025446388,0.026699029,0.036953022,-0.012653061,0.050931465,0.007327498,0.029721956,0.012954186,0.00000,0.00000,0.00000,0.00000
2019/03/17,-0.028894963,-0.001403688,-0.007203856,-0.010874704,-0.017641663,-0.003513849,-0.012359733,0.010305112,0.019553073,-0.009981285,0.00000,0.00000,0.00000,0.00000
2019/03/18,0.003216727,0.027857645,-0.002288644,0.009082218,-0.011134258,-0.00601535,-0.025358143,0.0798,0.056621005,-0.002205419,0.00372,0.00338,0.00083,0.01708
2019/03/19,0.041883768,-0.003667558,0.008847161,-0.01089531,0.008499201,0.003547579,0.007602636,-0.073161697,-0.025929127,0.000631512,-0.00010,0.00127,0.00042,0.03511
2019/03/20,0.027312945,0.006051909,0.008103595,0.000478927,0.004898077,0.010813059,0.014922871,0.018585132,-0.022182786,0.008835595,-0.00290,0.00075,0.00000,0.02581
2019/03/21,-0.019284778,-0.159007752,-0.014745794,-0.011488751,-0.02989033,-0.058424193,-0.029406906,-0.041985482,-0.033575318,-0.026587426,0.01091,0.01424,0.00270,-0.02013
2019/03/22,0.102329133,-0.09106998,0.000978251,-0.014527845,0.008349342,0.014638409,0.011914894,0.023141511,0.012206573,0.000321337,-0.01890,-0.02504,-0.00220,0.20910
2019/03/23,0.09594735,0.31859484,0.001592166,0.00982801,0.005715542,-0.004521964,0.025231287,0.012009608,-0.010204082,0.001284934,0.00000,0.00000,0.00000,0.00000
2019/03/24,-0.032869785,-0.136774749,-0.003269107,-0.00486618,-0.007650273,-0.01795371,-0.017719442,0.048259494,-0.026241799,-0.010266282,0.00000,0.00000,0.00000,0.00000
2019/03/25,-0.041830065,0.145759088,-0.017415645,0.009290954,-0.019456681,0.042951542,-0.016702856,-0.054716981,-0.030798845,-0.019773096,-0.00076,-0.00067,-0.00424,-0.00910
2019/03/26,0.050818554,-0.005847589,0.004502427,-0.003391473,0.003369525,-0.029144667,-0.002208255,-0.019361277,0.015888779,0.001322751,0.00718,0.00707,0.00146,-0.10104
2019/03/27,0.084550471,0.053000438,0.026320195,0.023821099,0.04261194,0.081139874,0.047667688,0.078770609,0.039100684,0.027410832,-0.00463,-0.00623,-0.00375,0.03202
2019/03/28,-0.023941344,-0.004932256,-0.002355424,-0.011396011,-0.011022833,0.005432596,-0.014137147,0.198301887,-0.014111007,-0.012536162,0.00375,0.00349,0.00105,-0.04752
2019/03/29,0.093668557,0.02018513,0.018563342,0.016330451,0.038503293,0.012007204,0.014504698,-0.034482759,0.016221374,0.0078125,0.00678,0.00786,0.00125,-0.04990
2019/03/30,0.004625736,-0.024644383,0.001641785,-0.001890359,-0.006411597,-0.016808384,-0.015759545,-0.048108284,-0.002816901,0.010335917,0.00000,0.00000,0.00000,0.00000
2019/03/31,-0.024277941,0.015724403,-0.001320988,-0.010890152,-0.005330715,0.027554304,0.000660284,-0.016618126,0.002824859,-0.006074169,0.00000,0.00000,0.00000,0.00000
2019/04/01,0.024882025,-0.014181045,0.009392879,0.172331259,-0.00204499,0.09140732,-0.00082481,-0.029268293,0.030046948,0.008041171,0.01158,0.01288,0.00250,-0.02261
2019/04/02,0.199386075,0.459661952,0.182016804,0.149040425,0.166054268,0.055954089,0.280832095,0.056353195,0.130355515,0.13114231,0.00005,0.00261,-0.00083,-0.00299
2019/04/03,0.059097255,0.23701392,0.014196249,0.133617626,-0.023209308,-0.042119565,0.104666151,-0.008494733,-0.021774194,-0.033568406,0.00215,0.00597,0.00129,0.02844
2019/04/04,-0.037675747,-0.047236515,-0.012705487,0.123510972,-0.021217197,-0.036702128,-0.008751459,0.004797807,-0.014014839,-0.032691185,0.00231,-0.00034,-0.00004,-0.01164
2019/04/05,0.037895217,0.024493067,0.027246121,-0.005580357,0.054129429,0.067918277,0.046851089,0.070770805,0.066889632,0.09957755,0.00465,0.00595,0.00042,-0.05596
2019/04/06,-0.01121742,0.042237715,0.001985247,-0.03647587,-0.001984246,-0.012926577,0.040143933,-0.011944577,-0.018025078,-0.028540066,0.00000,0.00000,0.00000,0.00000
2019/04/07,-0.000667334,0.045779359,0.028456177,-0.008444962,0.055729606,0.014667365,-0.004756757,0.000967118,0.064644852,0.027683616,0.00000,0.00000,0.00000,0.00000
2019/04/08,-0.031051753,-0.031856474,0.017867168,-0.111013216,0.031444387,-0.018241267,-0.026938953,-0.041867955,-0.016491754,-0.012919186,0.00107,0.00192,0.00042,0.02808
2019/04/09,-0.038364346,-0.044023333,-0.017527092,-0.039312851,-0.024731659,-0.063102542,-0.029135968,-0.042689076,-0.046493902,-0.024227235,-0.00576,-0.00559,-0.00083,0.08346
2019/04/10,0.070114668,0.028452955,0.022552054,0.058459422,0.006580814,-0.025631431,0.016442451,-0.013167135,0.002398082,0.010273973,0.00356,0.00695,0.00000,-0.06863
2019/04/11,-0.072106262,-0.109024158,-0.05077276,-0.091617934,-0.069266753,-0.074500768,-0.101131222,-0.066180395,-0.079744817,-0.070056497,0.00005,-0.00212,0.00166,-0.02105
2019/04/12,0.009864068,0.038335602,0.006524633,0.011087268,-0.004844374,0.026556017,-0.006166625,0.018670223,-0.014731369,-0.010328068,0.00671,0.00464,0.00021,-0.07757
2019/04/13,-0.005241215,-0.011515431,-0.000165306,0.02652989,-0.001399538,0.095594179,-0.01051032,0.037217131,-0.016710642,0.003069368,0.00000,0.00000,0.00000,0.00000
2019/04/14,0.012214106,0.03817478,0.016716332,-0.003790489,0.024861373,-0.022320605,0.072945994,0.017490083,0.040250447,0.010709914,0.00000,0.00000,0.00000,0.00000
2019/04/15,-0.023896841,0.079860512,-0.024841306,-0.024213075,-0.046970688,-0.076226415,-0.066316794,-0.086833245,-0.015477214,-0.033000303,-0.00061,-0.00102,0.00083,0.02581
2019/04/16,0.010907769,0.015187364,0.034848241,-0.004253811,0.039678083,0.028390523,0.032830864,0.057636328,0.011353712,0.021603006,0.00051,0.00304,0.00000,-0.01136
2019/04/17,-0.006953603,-0.022707946,0.004498533,0.012815949,0.001080108,-0.00019861,-0.019418677,0.007706422,0.006908463,0.032178976,-0.00217,-0.00051,0.00249,0.03448
2019/04/18,-0.014366775,-0.011601676,0.010215306,0.041476274,0.044116766,0.045093365,0.036831483,0.020211216,0.001715266,0.000890736,0.00160,0.00025,0.00062,-0.04048
2019/04/19,-0.029274865,0.001597652,0.001092679,-0.020924738,-0.00160744,-0.019007793,0.004987835,0.08406211,-0.010273973,-0.01394245,0.00000,0.00000,-0.00083,0.00000
2019/04/20,-0.038611987,-0.022461669,0.0057879,-0.004825922,0.000230004,0,-0.011015616,0.034079684,0.000865052,-0.011131167,0.00000,0.00000,0.00000,0.00000
2019/04/21,-0.028612679,-0.032102301,-0.003837647,-0.036369934,-0.022132797,-0.0302267,-0.053855569,-0.167648464,-0.017286085,-0.018557956,0.00000,0.00000,0.00000,0.00000
2019/04/22,0.054181867,0.055909169,0.016761093,0.001797268,0.009817754,-0.004395604,-0.004139715,0.052027544,0.009674582,0.005889647,0.00104,0.00215,0.00017,0.02730
2019/04/23,-0.049859011,-0.057152167,0.026772722,-0.016864011,-0.006811434,-0.038731688,-0.035074045,0.040181818,-0.021777003,-0.011710324,0.00889,0.01318,-0.00186,-0.01127
2019/04/24,-0.02333738,-0.035215648,-0.015258797,-0.030291971,-0.026729191,0.002296451,-0.011577814,-0.092466352,-0.081032947,-0.059245401,-0.00219,-0.00231,-0.00369,0.07003
2019/04/25,-0.054834254,-0.050578501,-0.053516494,-0.058712834,-0.078715972,-0.078108727,-0.032416235,-0.093798151,-0.029069767,-0.045740802,-0.00037,0.00053,0.00250,0.00837
2019/04/26,-0.005845389,-0.008866252,0.013833927,0.015993603,0.017258286,-0.008811568,0.024070946,0.046121148,-0.014570858,0.043070511,0.00472,0.00345,-0.00187,-0.03925
2019/04/27,0.021167132,-0.004872478,-0.000880764,0.01613538,0.009510957,0.009345794,-0.021718213,0.036164161,0.005468908,-0.016983017,0.00000,0.00000,0.00000,0.00000
2019/04/28,-0.029940982,-0.025246729,0.008216878,-0.013555383,-0.002164364,0.020099368,-0.024307995,0,-0.029814666,0.010501355,0.00000,0.00000,0.00000,0.00000
2019/04/29,-0.055943018,-0.064947806,-0.006541551,-0.03180212,-0.010526316,-0.030772637,-0.02390553,-0.037647059,0.007578904,-0.009051291,0.00112,0.00191,0.00021,0.02985
2019/04/30,0.092895316,0.126159399,0.021512192,0.012570965,0.048742747,0.100502513,0.101209796,0.095558272,0.019371458,0.053112314,0.00098,-0.00660,-0.00083,0.00076
2019/05/01,-0.020422839,0.01091939,0.007270158,0.016820184,-0.013586622,-0.00871731,-0.015809218,-0.015808071,0.015869807,-0.018631545,-0.00749,-0.00565,-0.00433,0.12805
2019/05/02,-0.010571135,-0.005124235,0.020628848,0.013391099,0.009971954,-0.033710218,0.004083855,-0.008125472,-0.021890547,-0.007855974,-0.00208,-0.00159,0.00309,-0.02568
2019/05/03,0.021219766,0.082150665,0.045932169,0.034978624,0.03313792,0.108125677,0.07090564,0.016384073,0.034587996,0.014516661,0.00974,0.01591,-0.00125,-0.10749
2019/05/04,-0.037198489,-0.002122997,0.015069403,-0.006008261,-0.021204157,-0.033437622,-0.012913027,-0.058294283,-0.035201573,-0.008780488,0.00000,0.00000,0.00000,0.00000
2019/05/05,-0.010564443,0.011632695,-0.007866331,-0.018511522,-0.002563007,0.024883674,-0.026548673,0.054936306,-0.004688137,-0.012795276,0.00000,0.00000,0.00000,0.00000
2019/05/06,0.008389262,-0.022183779,-0.007933878,-0.028098537,0.0589171,0.141334386,-0.012384717,0,0.000409584,0.00997009,-0.00439,-0.00485,-0.00334,0.19969
2019/05/07,-0.045076388,-0.013216776,0.012421345,-0.018613861,-0.027270626,-0.069007264,-0.010138741,-0.080754717,-0.034698055,-0.021059559,-0.01651,-0.01959,-0.00201,0.25130
2019/05/08,0.01298907,0.008647965,0.030782343,0,0.017224994,0.101801969,0.004851752,-0.005952381,-0.031809988,0.00907563,-0.00158,-0.00252,0.00025,0.00414
2019/05/09,-0.04112588,-0.01265161,0.028881209,0.001614205,-0.004963214,0.085988872,-0.006706009,-0.029527153,-0.029569598,-0.017988008,-0.00267,-0.00408,-0.00495,-0.01546
2019/05/10,0.027723418,0.010907551,0.030189761,0.017324738,0.011912446,0.042539978,0.038887389,-0.001702128,0.040514615,0.012211669,0.00406,0.00117,-0.00126,-0.16021
2019/05/11,0.203427483,0.232208953,0.131021076,0.066534653,0.117664115,0.006999255,0.142188718,0.072890026,0.135574837,0.077747989,0.00000,0.00000,0.00000,0.00000
2019/05/12,-0.071729958,0.007849694,-0.029720387,-0.046416636,-0.02355627,-0.022626442,-0.034478835,-0.086213747,-0.056064947,-0.033893035,0.00000,0.00000,0.00000,0.00000
2019/05/13,0.033380682,0.0785885,0.118769554,0.038161994,0.041606887,-0.022242397,0.033235121,-0.014347826,0.016897703,0.042806566,-0.02409,-0.03408,-0.00675,0.28117
2019/05/14,0.165773196,0.013477581,0.022260055,0.120405101,0.108560351,0.271587744,0.043116231,0.047640053,0.132338308,0.257716049,0.00813,0.01148,0.00127,-0.12117
2019/05/15,0.109303148,0.038223114,0.0255259,0.077669903,0.144132536,0.029086041,0.117769273,0.182526316,0.248681898,0.123680982,0.00604,0.01166,0.00085,-0.08970
2019/05/16,-0.068346088,-0.013081287,-0.037845361,-0.040385213,0.064154131,0.092478713,-0.064860106,0.022787965,-0.026038001,-0.084953047,0.00918,0.00979,0.00382,-0.06995
2019/05/17,-0.050199658,-0.076540731,-0.063772287,-0.067659437,-0.074914011,-0.030201342,-0.059106601,-0.115230635,-0.044797688,-0.068735084,-0.00574,-0.01028,-0.00042,0.04382
2019/05/18,-0.058858859,-0.001522318,-0.01436253,0.038541667,-0.043758938,0.051121777,-0.036246386,-0.028132992,-0.005295008,-0.046899026,0.00000,0.00000,0.00000,0.00000
2019/05/19,0.109508615,0.13825211,0.127587365,0.031761953,0.11395488,0.056918339,0.095523766,0.187651822,0.086692015,0.125302501,0.00000,0.00000,0.00000,0.00000
2019/05/20,-0.026803175,-0.008634711,-0.023782091,-0.048282566,-0.031759426,0.129307746,-0.033909014,-0.076529743,-0.050384885,-0.045878136,-0.00673,-0.01456,0.00254,0.02193
2019/05/21,-0.000827423,0.005404492,-0.006296346,0.036772217,0.009111437,0.054270463,-0.005450185,0.079180509,-0.008106116,-0.005509642,0.00852,0.01086,0.00295,-0.08338
2019/05/22,-0.084703656,-0.069856735,-0.040392907,-0.04499179,-0.043693322,0.020253165,-0.038689171,-0.045664443,-0.092867756,-0.063963737,-0.00280,-0.00445,-0.00042,-0.01338
2019/05/23,0.04278144,0.047755418,0.032727626,0.0065337,0.007840722,0.11662531,0.014707559,0.158422939,0.027027027,0.024213075,-0.01181,-0.01578,-0.00336,0.14712
2019/05/24,0.003718394,0.007559528,0.015222497,0.014349163,0.016862857,-0.002222222,0.132921348,-0.079517327,0.000797448,0.008668243,0.00150,0.00116,0.00211,-0.06324
2019/05/25,-0.012348728,-0.008113789,0.00784478,-0.008757157,0.007850991,-0.167037862,0.022314787,-0.008403361,0,0.007552083,0.00000,0.00000,0.00000,0.00000
2019/05/26,0.07651913,0.069654561,0.082775684,0.009174312,0.065061007,-0.025846702,0.091191308,0.016949153,0.064541833,0.057637632,0.00000,0.00000,0.00000,0.00000
2019/05/27,0.057259001,0.016861309,0.006754349,0.018181818,0.014627957,0.114364135,0.039562589,0.002833333,0.035179641,0.062316716,0.00000,0.00000,-0.00042,0.00000
2019/05/28,0.020652532,-0.018597803,-0.007549086,0.009259259,-0.002721589,0.05500821,-0.017959463,0.011301313,0.007953724,0.032436163,-0.00837,-0.00388,-0.00084,0.10410
2019/05/29,-0.023140674,0.17957714,-0.006226739,0.005242464,-0.00656439,-0.085603113,0.003570496,0.058175842,-0.027259684,-0.009358289,-0.00688,-0.00788,-0.00084,0.02286
2019/05/30,-0.074261789,-0.174506888,-0.044815894,0.045958279,-0.054643997,-0.144680851,-0.063519611,-0.118807268,-0.047935103,-0.05802969,0.00223,0.00286,-0.00232,-0.03352
2019/05/31,0.060580814,0.051154411,0.033157529,0.04549704,0.051637477,0.014925373,0.060878428,0.105569263,0.0348567,0.045845272,-0.01300,-0.01509,-0.01413,0.08150
2019/06/01,0.010997643,-0.024670756,0.000608139,-0.00119225,-0.01187409,-0.061078431,-0.016507992,-0.035868006,-0.008233533,-0.019863014,0.00000,0.00000,0.00000,0.00000
2019/06/02,0.07004107,0.023491329,0.021276621,-0.010444643,0.017647281,0.061919181,0.018117229,-0.015376984,0.03245283,0.03587235,0.00000,0.00000,0.00000,0.00000
2019/06/03,-0.090041494,-0.093231826,-0.071346581,-0.063329312,-0.072224285,-0.119370698,-0.074842987,-0.076406381,-0.064327485,-0.06116483,-0.00276,-0.01612,-0.02437,0.00802
2019/06/04,-0.062585499,-0.045965271,-0.053856743,-0.040244688,-0.035421253,-0.012282269,-0.03799736,-0.070363636,-0.05546875,-0.046467066,0.02149,0.02648,0.01244,-0.10021
2019/06/05,0.007053387,0.03723821,0.014825196,0.014760148,0.021576763,0.242369433,0.017935901,0.043418737,0.004135649,0.007284602,0.00828,0.00649,-0.00621,-0.05186
2019/06/06,0.001932134,0.000478348,0.00206256,0.035041322,0.01320065,0.010919017,0.074234547,0.032614808,0.031301483,0.047630923,0.00641,0.00546,-0.00253,-0.00994
2019/06/07,0.029528745,0.006089736,0.025011015,-0.005429575,0.000922028,0.064806481,0.050103074,0.081866037,0.019968051,0.001428231,0.01059,0.01665,-0.01774,0.02323
2019/06/08,-0.018379771,-0.014957105,-0.008603422,-0.013166346,-0.020666453,-0.03465765,0.012376238,-0.008053691,-0.026624902,-0.028761588,0.00000,0.00000,0.00000,0.00000
2019/06/09,-0.056648778,-0.033872483,-0.036595419,-0.014969086,-0.053492557,-0.070928196,-0.031447601,-0.034844384,-0.044247788,-0.055800294,0.00000,0.00000,0.00000,0.00000
2019/06/10,0.081163085,0.038213882,0.049396607,0.006276842,0.071249568,0.142318567,0.132486072,0.059060638,0.03956229,0.041213064,0.00467,0.01049,0.00847,-0.02209
2019/06/11,0.029700655,-0.01653039,-0.012926069,0.015758372,-0.010688501,-0.070132013,0.048578017,-0.019361244,-0.004048583,-0.020662186,-0.00030,-0.00006,0.00221,0.00314
2019/06/12,0.095389507,0.023809524,0.032437744,-0.018422754,0.072080887,0.020408163,-0.001172849,-0.00877489,0.036585366,0.024148449,-0.00202,-0.00381,-0.00971,-0.00500
2019/06/13,-0.07256894,0.037133878,0.007515164,0.024366151,-0.029434134,0.626956522,-0.038969617,-0.036772217,-0.024313725,-0.008190618,0.00440,0.00590,-0.01159,-0.00566
2019/06/14,0.011289962,0.023198875,0.055659778,-0.015750563,0.033500509,-0.118653127,0.013822069,0.013078826,0.008842444,0.011011011,-0.00148,-0.00513,0.00370,-0.03413
2019/06/15,0.010611252,0.003269445,0.018357572,0.002286088,0.020055351,0.048514251,0.042332028,0.046755059,0.013545817,0.017821782,0.00000,0.00000,0.00000,0.00000
2019/06/16,0.007109264,0.010579262,0.014188643,-0.001629195,-0.002155653,-0.03470214,-0.011128776,-0.05,0.021226415,0.041342412,0.00000,0.00000,0.00000,0.00000
2019/06/17,0.014009557,0.009183316,0.039739709,0.00881201,0.020597437,0.180946675,-0.019584917,0.052280702,0.007698229,0.047174218,0.00094,0.00621,0.00377,0.00458
2019/06/18,-0.049480561,-0.041539316,-0.027238617,-0.009705597,-0.034524287,-0.077118214,0.008646392,-0.041180393,-0.054239878,-0.047725245,0.00975,0.01390,-0.00586,-0.01303
2019/06/19,0.010929577,0.005991206,0.021893454,0.009147337,0.016632017,0.01264431,0.010937038,0.010432968,0.004846527,0.019672131,0.00299,0.00421,-0.01823,-0.05413
2019/06/20,-0.02563531,-0.007876663,0.027618005,-0.006798317,0.010968582,-0.035830619,-0.007309942,0.019962141,-0.025723473,-0.011483693,0.00957,0.00802,-0.00183,0.02931
2019/06/21,0.025509037,0.070750835,0.071514179,0.032594524,0.088414858,-0.043355856,0.024153166,-0.05517125,0.01980198,0.034618959,-0.00120,-0.00235,-0.00551,0.04407
2019/06/22,0.046402677,0.087392906,0.046058909,0.002209596,0.046056633,0.08122425,0.019125683,-0.016785714,0.045307443,0.067819448,0.00000,0.00000,0.00000,0.00000
2019/06/23,0.022279075,-0.010602249,0.015571297,0.01480315,-0.007591175,-0.01687534,-0.034923099,-0.022520886,-0.013931889,-0.014090431,0.00000,0.00000,0.00000,0.00000
2019/06/24,0.017309698,0.004958712,0.016557679,0.021104904,0.012629386,0.032115172,-0.009284304,0.058900037,0.003924647,0.008745734,-0.00173,-0.00324,-0.00942,-0.00909
2019/06/25,-0.018450185,-0.00315708,0.0638471,-0.012765957,0.016297011,0.1722103,-0.000295159,-0.042989998,-0.032056294,-0.015225206,-0.00950,-0.01511,0.00671,0.06684
2019/06/26,0.00323726,0.009438315,0.099906817,0.01046798,0.057816997,0.022425629,-0.037348686,-0.118078475,-0.016155089,-0.009233412,-0.00123,0.00321,-0.00046,-0.00430
2019/06/27,-0.115436661,-0.144115691,-0.136231074,-0.01889092,-0.121213933,0.012533572,-0.124214078,-0.094802495,-0.114121511,-0.122453403,0.00397,0.00742,-0.00927,-0.02406
2019/06/28,0.04189221,0.054889299,0.107670819,0.027329193,0.053451737,0.335985853,0.045438627,0.111851171,0.032437442,0.04766609,0.00581,0.00484,-0.00398,-0.04678
2019/06/29,0.010503727,0.014935678,-0.038118795,0.01783555,0.026354887,0.237921906,0.119671719,-0.025407974,0.02962298,0.002593116,0.00000,0.00000,0.00000,0.00000
2019/06/30,-0.083603442,-0.092354088,-0.093827046,-0.02999703,-0.085688212,-0.096498262,-0.084966343,0.053412463,-0.090671316,-0.075005878,0.00000,0.00000,0.00000,0.00000
2019/07/01,0.013538236,0.041744735,-0.016452705,-0.019595836,0.012355877,0.075739645,0.004332189,-0.023943662,0.012464046,0.031265887,0.00768,0.01061,0.01221,-0.06764
2019/07/02,-0.030806258,-0.020383693,0.02381638,-0.019987508,-0.008635344,0.027777778,-0.032717506,-0.049062049,-0.024621212,-0.017993591,0.00297,0.00230,-0.01141,-0.08037
2019/07/03,0.026818972,0.034492044,0.104893615,0.007966858,0.036282579,-0.063419855,0.026251578,0.127249079,0.02815534,0.018072289,0.00791,0.00768,-0.00676,-0.02784
2019/07/04,-0.062998791,-0.053811023,-0.068863033,0.018020866,-0.063703753,-0.010857143,-0.019431008,0.11,-0.062134089,-0.044871795,0.00000,0.00000,0.00118,0.00000
2019/07/05,-0.012775842,0.001575591,-0.014634492,0.175465839,0.017990316,0.054303871,-0.00819398,-0.043139293,0.006846557,-0.020392359,-0.00170,-0.00103,0.01982,0.05648
2019/07/06,0.010326797,0.015406512,0.023258818,-0.073976222,-0.000173599,-0.044931507,-0.002360479,-0.04798117,0.037,0.02740448,0.00000,0.00000,0.00000,0.00000
2019/07/07,0.03687411,0.01468093,0.02003211,0.007417974,0.064277529,-0.05134825,0.015210411,-0.010460251,0.023143684,0.022313414,0.00000,0.00000,0.00000,0.00000
2019/07/08,0.001123035,0.013814163,0.071628024,-0.005380912,0.021861133,0.011188388,0.028633261,-0.013645973,-0.01602262,0.010536879,-0.00482,-0.00776,-0.00060,0.05120
2019/07/09,-0.026050106,-0.006812966,0.022028015,0.005410023,-0.016092982,-0.077452153,-0.033743324,0.005455963,-0.029693487,-0.021847071,0.00153,0.00537,0.00338,0.00931
2019/07/10,-0.083951881,-0.063157388,-0.037232375,-0.052676296,-0.062731226,0.010372771,-0.093878235,-0.069767442,-0.062882527,-0.082994924,0.00452,0.00747,-0.02653,-0.07523
2019/07/11,-0.093322157,-0.112350024,-0.062483883,-0.040657698,-0.070357675,-0.108758422,-0.048521257,-0.075,-0.081533762,-0.089676169,0.00229,-0.00078,0.00403,-0.00767
2019/07/12,0.072265023,0.021505065,0.040046301,0.024929885,0.025997244,0.14362851,0.020981059,0.061261261,0.125014337,0.046822742,0.00472,0.00587,-0.00897,-0.04176
2019/07/13,-0.041960052,-0.026634177,-0.036737002,-0.008209182,-0.023523433,-0.002518099,-0.03872134,-0.037351443,-0.018758283,-0.036015103,0.00000,0.00000,0.00000,0.00000
2019/07/14,-0.112344383,-0.179809624,-0.102038284,-0.063151441,-0.157440797,-0.120227201,-0.110550277,-0.096119929,-0.110337662,-0.082253691,0.00000,0.00000,0.00000,0.00000
2019/07/15,0.000675904,0.110909994,0.063291263,0.021269634,0.006794917,-0.028694405,0.005341048,0.042682927,0.002452412,0.026920552,0.00017,0.00170,-0.00905,0.02341
2019/07/16,-0.124113475,-0.098175777,-0.131500996,-0.085229093,-0.129415374,-0.194608567,-0.119977864,-0.100116959,-0.083294501,-0.056905371,-0.00337,-0.00428,-0.00192,0.01420
2019/07/17,0.063042221,0.035106986,0.028939538,0.039929947,0.064082557,0.105456213,0.134951578,0.039251365,0.024653704,0.053559322,-0.00652,-0.00457,-0.00983,0.08631
2019/07/18,0.064744287,0.076251754,0.097172589,0.043448973,0.068454915,0.109083368,0.122007979,0.060530265,0.09797842,0.032496782,0.00368,0.00270,-0.03678,-0.03150
2019/07/19,0.021291092,-0.021019493,-0.009908491,-0.013234345,-0.020146115,-0.022064323,-0.02637037,0.155188679,0.058737151,-0.003739483,-0.00614,-0.00740,0.04444,0.06800
2019/07/20,0.047698466,0.055122458,0.021502069,0.026169447,0.033664709,0.012619503,0.019273686,-0.036749694,0.010348874,0.042852674,0.00000,0.00000,0.00000,0.00000
2019/07/21,-0.02690226,-0.012160207,-0.01605198,-0.019764106,-0.014688525,-0.041918429,-0.007961783,-0.017804154,-0.03843717,-0.00779844,0.00000,0.00000,0.00000,0.00000
2019/07/22,-0.025192213,-0.034280728,-0.024638438,-0.016585366,-0.036558854,-0.053606622,-0.045044141,-0.018990073,-0.02723479,-0.029927449,0.00285,0.00708,-0.00290,-0.06367
2019/07/23,-0.063601275,-0.039337808,-0.045683318,-0.03042328,-0.024361041,-0.02124115,-0.05336695,-0.090189177,-0.048543689,-0.039887816,0.00687,0.00576,0.00209,-0.06800
2019/07/24,0.054659498,0.016594444,-0.008322382,0.014665757,0.02213726,0.023829787,0.048940184,0.001692456,0.020645467,0.025641026,0.00473,0.00851,-0.00716,-0.04282
2019/07/25,0.000679694,-0.001982619,0.011286167,-0.004705882,0.011729393,-0.018703242,-0.013330512,0.012068549,-0.005928854,-0.008860759,-0.00526,-0.00997,-0.00073,0.05551
2019/07/26,0.066904398,0.053107307,-0.003539615,-0.012833502,0.00095851,0.020753918,0.010293802,0.013832578,0.031458309,0.034163474,0.00740,0.01115,-0.00049,-0.04553
2019/07/27,-0.047747891,-0.039079448,-0.037484831,-0.013342456,-0.055175559,-0.069294606,-0.058161749,-0.033403905,-0.042743764,-0.044458166,0.00000,0.00000,0.00000,0.00000
2019/07/28,-0.004679926,0.01367622,0.005639185,-0.015950069,0.018967181,-0.012929113,0.011494253,0.005110733,-0.005329859,0.006462036,0.00000,0.00000,0.00000,0.00000
2019/07/29,0.013098237,-0.013459428,-0.002606022,0.020084567,-0.001278833,-0.036585366,0.006573084,-0.001452785,-0.007263634,-0.005457464,-0.00161,-0.00443,-0.00756,0.05510
2019/07/30,0.002486325,0.042270571,0.009318466,-0.012780656,-0.003414588,-0.028129395,0,-0.015518914,0.002039103,0.029051001,-0.00248,-0.00230,0.00270,0.08652
2019/07/31,-0.006448413,0.032771447,0.05145422,0.010146956,0.040401637,0.068017366,0.093967903,0.008374384,0.005147235,0.003450439,-0.01086,-0.01182,0.01667,0.15638
2019/08/01,-0.021301381,0.002978633,0.031770449,0.036369934,-0.004894113,-0.022131888,0.000910563,-0.02247191,-0.011313564,-0.010940919,-0.00890,-0.00785,-0.02026,0.10856
2019/08/02,-0.020234654,-0.006091094,0.011450759,-0.030748663,0.000827358,0.118244804,-0.041645608,0.009745127,-0.011081667,-0.015486726,-0.00719,-0.01319,-0.01576,-0.01455
2019/08/03,0.001388407,0.023385572,0.027677868,0.002413793,0.020207587,0,-0.005695602,-0.001732244,0.003532278,0.015088283,0.00000,0.00000,0.00000,0.00000
2019/08/04,-0.023743501,0.0025324,0.014648243,0.020639835,0.002791033,0.040892193,-0.012835473,0.032969757,-0.002427479,0.010120177,0.00000,0.00000,0.00000,0.00000
2019/08/05,0.001597728,0.032362556,0.075512961,0.037074486,0.047450171,-0.022619048,0.036535568,-0.01511879,0.001460032,0.007201002,-0.02973,-0.03472,-0.03202,0.39637
2019/08/06,-0.052640907,-0.033823656,-0.028866968,-0.049398765,-0.031329019,0.000812018,-0.03701016,-0.059697856,-0.049204228,-0.032639105,0.01309,0.01403,0.00672,-0.17975
2019/08/07,-0.028250702,0.008908354,0.044229143,0.018461538,0.000221219,-0.0336714,-0.024114544,0.034205753,0.003961155,-0.000321337,0.00079,0.00382,-0.01899,-0.03371
2019/08/08,0.003850597,-0.016271447,0.000711525,-0.023833501,-0.022072809,-0.045759866,-0.008163265,0.052367828,-0.021000382,-0.009964642,0.01902,0.02244,0.00884,-0.13238
2019/08/09,-0.086114308,-0.055055235,-0.009813232,0.002751032,-0.048444002,-0.045754509,-0.063063063,0.007142857,-0.067212689,-0.038636364,-0.00646,-0.00964,-0.00047,0.06268
2019/08/10,0.088982162,0.002064934,-0.048176138,-0.001371742,-0.020772924,0.074688797,0.012820513,-0.06643026,0.026620209,0.008443094,0.00000,0.00000,0.00000,0.00000
